Country,Tax Type,month,Apr-20,Mar-20,Jun-19,Jun-20,Jul-19,Jul-20,Income_Group,May-20,IDA,Region_Code,Oct-19,Jan-20,Jan-19,Sep-19,Aug-19,Apr-19,Country_Code,May-19,Mar-19,Feb-20,Feb-19,Units (LCU),Nov-19,Dec-19,grmonth
Indonesia,VAT,0,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,0.04106498966112412
Indonesia,VAT,1,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,-0.09546098133079722
Indonesia,VAT,2,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,0.10849049346589246
Indonesia,VAT,3,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,0.02267287566972106
Indonesia,VAT,4,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,-0.3744108023220202
Indonesia,VAT,5,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,-0.24309222330445482
Indonesia,VAT,6,40847.6,36024.5,39014.0,29530.0,37074.95,29970.0,Lower-Middle Income,27167.9,IBRD,EAP,51957.4,30460.0,29258.5,48027.3,38617.75,39942.0,IDN,43427.7,32498.7,25490.0,28180.1,bill lcu,53164.6,91747.0,-0.1916374802932977
Malaysia,CIT,0,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,
Malaysia,CIT,1,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,
Malaysia,CIT,2,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,-0.20547646285433804
Malaysia,CIT,3,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,
Malaysia,CIT,4,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,
Malaysia,CIT,5,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,-0.550128151476458
Malaysia,CIT,6,,15911.47,20526.49,9234.29,,,Upper-Middle Income,,IBRD,EAP,,,,18735.48,,,MYS,,20026.43,,,mill lcu,,25245.12,
Malaysia,Customs duties,0,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,
Malaysia,Customs duties,1,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,
Malaysia,Customs duties,2,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,-0.15004207458489832
Malaysia,Customs duties,3,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,
Malaysia,Customs duties,4,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,
Malaysia,Customs duties,5,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,-0.4507015348761688
Malaysia,Customs duties,6,,828.25,1046.99,575.11,,,Upper-Middle Income,,IBRD,EAP,,,,919.36,,,MYS,,974.46,,,mill lcu,,917.82,
Malaysia,Excises,0,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,
Malaysia,Excises,1,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,
Malaysia,Excises,2,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,-0.04337747547584475
Malaysia,Excises,3,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,
Malaysia,Excises,4,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,
Malaysia,Excises,5,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,-0.5119610498198258
Malaysia,Excises,6,,2385.3,2702.94,1319.14,,,Upper-Middle Income,,IBRD,EAP,,,,2685.63,,,MYS,,2493.46,,,mill lcu,,2628.74,
Malaysia,Income Tax,0,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,
Malaysia,Income Tax,1,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,
Malaysia,Income Tax,2,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,-0.08530191073627182
Malaysia,Income Tax,3,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,
Malaysia,Income Tax,4,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,
Malaysia,Income Tax,5,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,-0.41510088497059183
Malaysia,Income Tax,6,,25652.9,28624.68,16742.55,,,Upper-Middle Income,,IBRD,EAP,,,,32252.26,,,MYS,,28045.21,,,mill lcu,,34291.6,
Malaysia,Non-Tax Revenues,0,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,
Malaysia,Non-Tax Revenues,1,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,
Malaysia,Non-Tax Revenues,2,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,-0.6851577633629413
Malaysia,Non-Tax Revenues,3,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,
Malaysia,Non-Tax Revenues,4,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,
Malaysia,Non-Tax Revenues,5,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,0.582314618451767
Malaysia,Non-Tax Revenues,6,,6899.5,18729.48,29635.93,,,Upper-Middle Income,,IBRD,EAP,,,,22634.11,,,MYS,,21914.15,,,mill lcu,,20570.93,
Malaysia,Other Taxes,0,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,
Malaysia,Other Taxes,1,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,
Malaysia,Other Taxes,2,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,-0.11301372663949509
Malaysia,Other Taxes,3,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,
Malaysia,Other Taxes,4,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,
Malaysia,Other Taxes,5,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,-0.44082568928564825
Malaysia,Other Taxes,6,,3253.51,3783.99,2115.91,,,Upper-Middle Income,,IBRD,EAP,,,,3721.38,,,MYS,,3668.05,,,mill lcu,,4140.84,
Malaysia,PIT,0,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,
Malaysia,PIT,1,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,
Malaysia,PIT,2,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,0.214826943749548
Malaysia,PIT,3,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,
Malaysia,PIT,4,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,
Malaysia,PIT,5,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,-0.07284714238613807
Malaysia,PIT,6,,9741.43,8098.19,7508.26,,,Upper-Middle Income,,IBRD,EAP,,,,13516.78,,,MYS,,8018.78,,,mill lcu,,9046.48,
Malaysia,Tax Revenue,0,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,
Malaysia,Tax Revenue,1,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,
Malaysia,Tax Revenue,2,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,-0.08023263468717722
Malaysia,Tax Revenue,3,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,
Malaysia,Tax Revenue,4,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,
Malaysia,Tax Revenue,5,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,-0.38155672944323576
Malaysia,Tax Revenue,6,,38422.04,43356.41,26813.48,,,Upper-Middle Income,,IBRD,EAP,,,,46141.19,,,MYS,,41773.65,,,mill lcu,,49294.83,
Malaysia,VAT,0,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,
Malaysia,VAT,1,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,
Malaysia,VAT,2,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,-0.04404722357477548
Malaysia,VAT,3,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,
Malaysia,VAT,4,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,
Malaysia,VAT,5,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,-0.15797027151314078
Malaysia,VAT,6,,6302.09,7197.81,6060.77,,,Upper-Middle Income,,IBRD,EAP,,,,6562.58,,,MYS,,6592.47,,,mill lcu,,7315.82,
Philippines,CIT,0,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.004959913167127044
Philippines,CIT,1,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.05057413871087505
Philippines,CIT,2,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.3203998692587416
Philippines,CIT,3,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.6963006020795726
Philippines,CIT,4,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.5264972565870294
Philippines,CIT,5,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,4.515019175411594
Philippines,CIT,6,31306.16,15573.37,20784.43,114626.53,50144.46,33341.52,Lower-Middle Income,35368.42,IBRD,EAP,46015.27,49907.35,50156.12,17385.14,76572.58,103082.72,PHL,74695.28,22915.49,17569.23,18505.11,mill lcu,83863.28,23209.74,-0.33509065607646393
Philippines,Customs duties,0,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.04747204567807263
Philippines,Customs duties,1,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.12484390124952885
Philippines,Customs duties,2,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.08945581407759205
Philippines,Customs duties,3,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.20471328076747222
Philippines,Customs duties,4,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.029382722638840612
Philippines,Customs duties,5,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,0.4033662140627675
Philippines,Customs duties,6,4957.38,5460.06,5315.17,7459.13,6378.53,4908.93,Lower-Middle Income,6546.6,IBRD,EAP,6488.5,6769.74,7107.13,6980.16,6288.07,6233.45,PHL,6744.78,5996.48,4737.43,5413.24,mill lcu,5877.13,4989.79,-0.23039791299876297
Philippines,Excises,0,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,-0.008200507876261899
Philippines,Excises,1,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,-0.06332265777251328
Philippines,Excises,2,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,-0.061019875771316165
Philippines,Excises,3,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,-0.5991199983750335
Philippines,Excises,4,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,-0.4534920809959317
Philippines,Excises,5,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,0.11545929076410728
Philippines,Excises,6,15591.47,36728.17,37861.31,42232.75,37753.89,45120.15,Lower-Middle Income,23044.9,IBRD,EAP,39097.74,31796.09,32058.99,36654.26,36958.17,38893.11,PHL,42167.55,39114.96,35379.83,37771.63,mill lcu,37279.17,31451.56,0.19511260958804516
Philippines,Income Tax,0,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,0.06850563519946991
Philippines,Income Tax,1,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,0.09922929992480689
Philippines,Income Tax,2,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,0.0724968668027689
Philippines,Income Tax,3,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,-0.5889693809557175
Philippines,Income Tax,4,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,-0.4805428870454092
Philippines,Income Tax,5,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,1.408072116637796
Philippines,Income Tax,6,61185.2,71404.01,77917.11,187630.02,89868.8,69780.63,Lower-Middle Income,64379.39,IBRD,EAP,83250.06,95727.89,89590.44,68596.74,127891.9,148858.01,PHL,123935.91,66577.36,65184.99,59300.63,mill lcu,137364.86,82392.77,-0.22352774266486253
Philippines,Other Taxes,0,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,0.10695462759107724
Philippines,Other Taxes,1,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,0.04239623534888874
Philippines,Other Taxes,2,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,-0.44283769506493115
Philippines,Other Taxes,3,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,-0.7254647994019989
Philippines,Other Taxes,4,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,-0.2272303752023782
Philippines,Other Taxes,5,7929.37,12355.96,22425.77,23533.98,31871.69,32071.31,Lower-Middle Income,15584.02,IBRD,EAP,34558.07,34109.08,30813.44,23337.53,22041.76,28882.89,PHL,20166.45,22176.59,19703.53,18902.15,mill lcu,26940.86,25405.95,0.04941680932248922
