Sno,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,govt_expenditure_value_crisis,govt_expenditure_value_pre_crisis,govt_expenditure_crisis_year,govt_expenditure_turn_around_year,govt_expenditure_recovery_year_1_2,govt_expenditure_recovery_year_3_4,govt_expenditure_recovery_year,govt_expenditure_recovery_year_1_2_str,govt_expenditure_recovery_year_3_4_str,govt_expenditure_recovery_year_str,govt_expenditure_crisis_shock,govt_expenditure_recovery_time_1_2,govt_expenditure_recovery_time_3_4,govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time,country_number,Resource_Rich,Oil_Gas_Rich,Region_Code,Reg,IDA,Country,Income_Group,year,ln_GDP_Constant_USD,ln_GDP_PC,Total_Revenue_excl_SC,Tax_Revenue,Income_Taxes,Value_Added_Tax,Excise_Taxes,Trade_Taxes,Total_Non_Tax_Revenue
43,CRI,35510217657.97178,35858239193.41102,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-348021535.4392395,1.0,1.0,2.0,-0.97054911,8.1678925,2007,2009.0,2008.0,,2017.0,2008,Did not Recover,Did not Recover,-9.13844161,1.0,,10.0,-16.056721,-6.4509907,2007,2015.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,-9.605730300000001,,,10.0,,21.802591487119546,2008,,,,,Trend,Trend,Trend,,,,,12.874359420130913,15.02893071467805,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.15457129454714,1.0,1.0,9.0,12.716059111672552,14.95518242999757,2008,2010.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.239123318325019,1.0,1.0,9.0,3.589120900720906,4.278344116011609,2008,2012.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-0.6892232152907027,1.0,1.0,9.0,4.73353389180125,5.9869771396998885,2008,2016.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-1.2534432478986384,1.0,1.0,9.0,2.593082969246605,3.014946295747221,2008,2014.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-0.4218633265006164,1.0,1.0,9.0,0.8691686318465992,1.215880728686265,2008,2010.0,2009.0,2011.0,2016.0,2009,2011,2016,-0.3467120968396657,1.0,3.0,8.0,0.0737482846804752,0.15793826042845902,2007,2008.0,2010.0,2010.0,2010.0,2010,2010,2010,-0.08418997574798381,3.0,3.0,3.0,24.0,NO,NO,LAC,Latin America & the Caribbean,NO,Costa Rica,Upper-Middle Income,2007,24.257391000000002,8.9672394,14.821165915088288,14.66322765465983,3.8472659431128378,5.846607740824911,1.11203677692605,1.197364593885824,0.15793826042845902
44,CUB,,61927474920.46102,2008,,,,,Trend,Trend,Trend,,,,,0.51376045,4.116825100000002,2008,2016.0,2010.0,2015.0,2015.0,2010,2015,2015,-3.6030646500000008,2.0,7.0,7.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,37.41937499794429,2008,,,,,Trend,Trend,Trend,,,,,5.140256845312742,5.805967220387862,2007,2009.0,2008.0,2008.0,2011.0,2008,2008,2011,-0.6657103750751192,1.0,1.0,4.0,,20.74492403735146,2008,,,,,Trend,Trend,Trend,,,,,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,25.0,NO,NO,LAC,Latin America & the Caribbean,NO,Cuba,Upper-Middle Income,2008,24.84923,8.608053199999999,,37.41937499794429,5.727212027720858,20.74492403735146,,,
45,CYM,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,19.0,NO,NO,LAC,Latin America & the Caribbean,NO,Cayman Islands,High,2008,,,,,,,,,
46,CYP,23173192052.980133,25744211920.5298,2008,2014.0,2009.0,2009.0,2017.0,2009,2009,2017,-2571019867.5496674,1.0,1.0,9.0,-5.7993073,5.0980334,2007,2013.0,2008.0,2016.0,2017.0,2008,2016,Did not Recover,-10.897340699999999,1.0,9.0,10.0,-31.044018,-27.988443,2007,2008.0,2009.0,2009.0,2009.0,2009,2009,2009,-3.055574999999997,2.0,2.0,2.0,36.24408622068757,62.36938825912489,2008,2016.0,2009.0,2014.0,2017.0,2009,2014,Did not Recover,-26.12530203843733,1.0,6.0,9.0,27.686505900461782,32.98195523069895,2007,2012.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-5.295449330237169,1.0,1.0,10.0,23.24663212435234,28.42222476016446,2007,2010.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-5.175592635812119,1.0,1.0,10.0,8.836668469442943,11.47498857925994,2007,2016.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-2.6383201098169966,1.0,1.0,10.0,7.714763570016725,9.86898874039777,2008,2011.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-2.1542251703810447,1.0,1.0,9.0,2.851558316375709,2.9795853940860786,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.1280270777103696,1.0,1.0,2.0,-0.0070308274743104,0.0057876460065243,2008,2016.0,2009.0,2010.0,2010.0,2009,2010,2010,-0.0128184734808347,1.0,2.0,2.0,4.345305284761419,4.5597304705344905,2007,2012.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.2144251857730719,1.0,1.0,2.0,26.0,NO,NO,ECA,Eastern Europe & Central Asia,NO,Cyprus,High,2007,23.935658,10.380857,32.98195523069895,28.42222476016446,11.47498857925994,9.527181361352218,3.282891731384194,0.0017131110095934,4.5597304705344905
47,CZE,202865864673.4649,213100153155.3938,2008,2009.0,2009.0,2009.0,2014.0,2009,2009,2014,-10234288481.928894,1.0,1.0,6.0,-4.8025708,2.6822801,2008,2009.0,2010.0,2010.0,2014.0,2010,2010,2014,-7.4848509000000005,2.0,2.0,6.0,-10.958206,-7.7929296,2007,2012.0,,,2015.0,Did not Recover,Did not Recover,2015,-3.1652764000000007,,,8.0,32.226871137196056,32.63512544018841,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.4082543029923542,1.0,1.0,2.0,23.909825927827892,24.842195651725717,2007,2008.0,2008.0,2008.0,2010.0,2008,2008,2010,-0.9323697238978248,1.0,1.0,3.0,17.979135867075783,19.320754085722736,2007,2010.0,2008.0,2008.0,2013.0,2008,2008,2013,-1.3416182186469534,1.0,1.0,6.0,6.574531818817593,8.49016138288369,2007,2010.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-1.9156295640660967,1.0,1.0,10.0,,6.727515935114932,2008,,,,,Trend,Trend,Trend,,,,,2.894669349845345,3.4837859512675315,2007,2014.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.5891166014221865,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,5.215135233676,5.521441566002983,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.3063063323269821,1.0,1.0,2.0,26.0,NO,NO,ECA,Eastern Europe & Central Asia,NO,Czech Republic,High,2008,26.085028,9.9291935,23.909825927827892,18.69469069415189,7.5978993342043255,6.727515935114932,3.3882445497847513,,5.215135233676
48,DEU,3283144458441.957,3478602264776.627,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-195457806334.66992,1.0,1.0,3.0,-5.6188636,1.0823162,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-6.701179799999999,2.0,2.0,2.0,-1.9913361,2.2482057,2007,2010.0,2008.0,2008.0,2014.0,2008,2008,2014,-4.2395418000000005,1.0,1.0,7.0,,28.27389858196969,2008,,,,,Trend,Trend,Trend,,,,,29.315597311690432,30.49642040175818,2008,2010.0,2009.0,2009.0,2013.0,2009,2009,2013,-1.1808230900677472,1.0,1.0,5.0,21.288574684309676,22.506382380725604,2008,2010.0,2009.0,2009.0,2013.0,2009,2009,2013,-1.2178076964159317,1.0,1.0,5.0,9.992674588963046,11.27389977124923,2008,2010.0,2009.0,2009.0,2013.0,2009,2009,2013,-1.2812251822861835,1.0,1.0,5.0,7.202274365712426,7.433178337425009,2009,2010.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-0.2309039717125829,1.0,1.0,8.0,2.0547195189492844,2.539003592985918,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.4842840740366334,1.0,1.0,2.0,6.32961468471e-05,0.0001219373404653,2009,2016.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-5.86411936182e-05,1.0,,8.0,7.3674183084104765,8.115691759210259,2007,2016.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.7482734507997826,1.0,1.0,2.0,36.0,NO,NO,WER,Western Europe,NO,Germany,High,2008,28.877651,10.65408,30.49642040175818,22.506382380725604,11.27389977124923,7.101267107512863,2.482023936855418,7.80719354814e-05,7.9900380210325785
49,DJI,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,26.26493473361963,30.222756176240228,2007,2014.0,2008.0,2008.0,2009.0,2008,2008,2009,-3.957821442620599,1.0,1.0,2.0,18.63741372223876,24.27219264824968,2007,2014.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-5.634778926010918,1.0,1.0,10.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,7.571387701134317,10.841075903053419,2009,2013.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-3.2696882019191014,1.0,1.0,8.0,27.0,NO,NO,SSA,Sub-Saharan Africa,YES,Djibouti,Lower-Middle Income,2008,,,28.74926344814961,20.02505706489093,,,,,8.826608543429384
50,DMA,484540471.9978725,496331284.96960354,2008,2013.0,2009.0,2009.0,2014.0,2009,2009,2014,-11790812.971731067,1.0,1.0,6.0,-2.5504971000000003,7.120740400000002,2008,2015.0,2014.0,,2017.0,2014,Did not Recover,Did not Recover,-9.6712375,6.0,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,24.93425605536332,25.707356507679872,2008,2015.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.7731004523165517,1.0,1.0,2.0,,23.3872271624899,2008,,,,,Trend,Trend,Trend,,,,,4.148372445117335,4.244139046079224,2008,2009.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.09576660096188848,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,4.193776520509194,5.193035579106739,2009,2014.0,2010.0,2010.0,2017.0,2010,2010,2017,-0.9992590585975442,1.0,1.0,8.0,1.9227857683573049,2.42170474516696,2007,2009.0,2008.0,2008.0,2010.0,2008,2008,2010,-0.4989189768096554,1.0,1.0,3.0,28.0,NO,NO,LAC,Latin America & the Caribbean,YES,Dominica,Upper-Middle Income,2008,20.022755,8.8512774,25.707356507679872,23.3872271624899,4.244139046079224,,,5.068714632174617,2.255456750202102
51,DNK,316081488955.9617,334100985495.3926,2007,2009.0,2008.0,2008.0,2014.0,2008,2008,2014,-18019496539.43091,1.0,1.0,7.0,-4.9065247,-0.51202595,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-4.39449875,2.0,2.0,2.0,,16.763575,2008,,,,,Trend,Trend,Trend,,,,,,36.760980329934036,2008,,,,,Trend,Trend,Trend,,,,,52.53483025587797,54.53812741323844,2007,2016.0,2008.0,2008.0,2014.0,2008,2008,2014,-2.0032971573604783,1.0,1.0,7.0,44.65615806498996,46.351439230386134,2007,2010.0,2008.0,2008.0,2014.0,2008,2008,2014,-1.6952811653961746,1.0,1.0,7.0,27.197294764830946,27.90351693019393,2007,2008.0,2008.0,2008.0,2012.0,2008,2008,2012,-0.7062221653629877,1.0,1.0,5.0,9.362179133355596,10.505705393117037,2007,2015.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-1.1435262597614422,1.0,1.0,10.0,3.905094085381532,4.7491766378391205,2007,2016.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.8440825524575879,1.0,1.0,10.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,7.156245536181924,8.819830471781376,2008,2016.0,2009.0,2009.0,2010.0,2009,2009,2010,-1.6635849355994523,1.0,1.0,2.0,27.0,NO,NO,WER,Western Europe,NO,Denmark,High,2008,26.529575,11.010477999999999,53.524555723936565,44.70472525215519,27.197294764830943,10.071058135855722,4.159842406479153,,8.819830471781376
52,DOM,,49360424527.504684,2008,,,,,Trend,Trend,Trend,,,,,0.9461543,3.209501700000001,2008,2009.0,2010.0,2010.0,2010.0,2010,2010,2010,-2.2633474000000007,2.0,2.0,2.0,-2.5368593,2.5374639,2007,2012.0,2015.0,2015.0,2017.0,2015,2015,Did not Recover,-5.0743232,8.0,8.0,10.0,14.015914286310027,15.39667639947325,2008,2011.0,2009.0,2009.0,2012.0,2009,2009,2012,-1.3807621131632215,1.0,1.0,4.0,12.62875590658262,16.123697767152724,2007,2011.0,2008.0,2008.0,2015.0,2008,2008,2015,-3.494941860570103,1.0,1.0,8.0,12.207411480349936,14.886232825138366,2007,2010.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-2.67882134478843,1.0,1.0,10.0,2.7048981874435256,3.787109772065661,2007,2010.0,2008.0,2008.0,2012.0,2008,2008,2012,-1.0822115846221347,1.0,1.0,5.0,4.574225129566716,5.226025721006296,2007,2009.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.6518005914395797,1.0,1.0,10.0,2.294154005132266,3.257962551852004,2007,2016.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-0.963808546719738,1.0,1.0,10.0,,1.4942981428943702,2008,,,,,Trend,Trend,Trend,,,,,0.2716112180954057,1.237464942014372,2007,2012.0,2008.0,2015.0,2015.0,2008,2015,2015,-0.9658537239189662,1.0,8.0,8.0,28.0,NO,NO,LAC,Latin America & the Caribbean,NO,Dominican Republic,Upper-Middle Income,2008,24.622416,8.5413446,14.807679869053631,14.161076361279997,3.522704133026407,5.133614558159408,3.129969407304831,1.4942981428943702,0.6466035077736453
53,DZA,,153055956405.236,2008,,,,,Trend,Trend,Trend,,,,,1.6322461,3.3728697,2007,2009.0,2008.0,2010.0,2010.0,2008,2010,2010,-1.7406235999999995,1.0,3.0,3.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,28.59898089026596,47.00417432563362,2008,2016.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-18.40519343536766,1.0,1.0,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,1.5177341396782402,1.705452331102535,2009,2010.0,2010.0,2010.0,2012.0,2010,2010,2012,-0.1877181914242947,1.0,1.0,3.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,2.0,YES,YES,MENA,Middle East & North Africa,NO,Algeria,Upper-Middle Income,2007,25.730742000000003,8.380084,39.42845473431207,,,,,1.4230895477226817,
54,ECU,,66808366776.07626,2008,,,,,Trend,Trend,Trend,,,,,-1.2263856000000002,6.3571334,2008,2016.0,2010.0,2011.0,2011.0,2010,2011,2011,-7.583519000000001,2.0,3.0,3.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,10.637070738144198,2008,,,,,Trend,Trend,Trend,,,,,3.3760362303213287,4.022240882917466,2009,2010.0,2010.0,2010.0,2013.0,2010,2010,2013,-0.6462046525961376,1.0,1.0,4.0,4.573803085989995,4.918383390840654,2007,2008.0,2008.0,2008.0,2010.0,2008,2008,2010,-0.3445803048506573,1.0,1.0,3.0,0.7167786308381318,0.7668069880025258,2008,2009.0,2009.0,2009.0,2011.0,2009,2009,2011,-0.05002835716439402,1.0,1.0,3.0,1.277884817771158,1.330344259723965,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.05245944195280705,1.0,1.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,29.0,YES,YES,LAC,Latin America & the Caribbean,NO,Ecuador,Upper-Middle Income,2008,24.925095000000002,8.439058300000001,,10.637070738144198,3.781296245324871,4.573803085989995,0.7668069880025258,1.277884817771158,
55,EGY,,198878383179.7158,2008,,,,,Trend,Trend,Trend,,,,,1.7645726000000002,7.156287700000001,2008,2011.0,2009.0,,2017.0,2009,Did not Recover,Did not Recover,-5.391715100000001,1.0,,9.0,-16.937344,-6.8195601,2007,2014.0,,2009.0,2009.0,Did not Recover,2009,2009,-10.117783900000001,,2.0,2.0,28.68949662626142,30.318204355108882,2008,2012.0,2009.0,2009.0,2013.0,2009,2009,2013,-1.6287077288474627,1.0,1.0,5.0,15.98328638497653,25.05101072411502,2009,2014.0,2010.0,2010.0,2017.0,2010,2010,Did not Recover,-9.06772433913849,1.0,1.0,8.0,12.2206572769953,14.59843016373849,2007,2014.0,2008.0,2008.0,2009.0,2008,2008,2009,-2.3777728867431893,1.0,1.0,2.0,5.311919472973528,7.474407480664352,2007,2015.0,2008.0,2008.0,2017.0,2008,2008,Did not Recover,-2.1624880076908246,1.0,1.0,10.0,3.215586854460094,3.5089321652469154,2008,2014.0,2009.0,2009.0,2010.0,2009,2009,2010,-0.2933453107868216,1.0,1.0,2.0,0.7637025181686008,0.8273116266716379,2007,2008.0,2008.0,2008.0,2009.0,2008,2008,2009,-0.06360910850303725,1.0,1.0,2.0,0.8309859154929577,1.4889597141877051,2008,2014.0,2009.0,2009.0,2017.0,2009,2009,Did not Recover,-0.6579737986947474,1.0,1.0,9.0,4.723004694835682,10.1564268037173,2009,2014.0,2010.0,,2017.0,2010,Did not Recover,Did not Recover,-5.433422108881619,1.0,,8.0,29.0,YES,YES,MENA,Middle East & North Africa,NO,"Egypt, Arab Rep.",Lower-Middle Income,2008,26.015959,7.806569099999999,23.35829447205121,14.57045848701727,7.121836624373272,3.5089321652469154,0.7637025181686008,1.4889597141877051,8.787835985033938
56,ERI,1994276818.236432,2210534025.985084,2007,2008.0,2008.0,2008.0,2011.0,2008,2008,2011,-216257207.748652,1.0,1.0,4.0,-9.7830353,1.426823,2007,2008.0,2009.0,2009.0,2009.0,2009,2009,2009,-11.2098583,2.0,2.0,2.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,13.1,18.2,2008,2009.0,2009.0,,2017.0,2009,Did not Recover,Did not Recover,-5.1,1.0,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,,,2008,2009.0,,,2017.0,Did not Recover,Did not Recover,Did not Recover,,,,9.0,31.0,NO,NO,SSA,Sub-Saharan Africa,YES,Eritrea,Low Income,2007,21.5165,6.277078599999999,21.2,,,,,,
