,Country_Code,year,BCA,BCA_NGDPD,FLIBOR6,GGR,GGR_NGDP,GGSB,GGSB_NPGDP,GGX,GGXCNL,GGXCNL_NGDP,GGXONLB,GGXONLB_NGDP,GGXWDG,GGXWDG_NGDP,GGXWDN,GGXWDN_NGDP,GGX_NGDP,LE,LP,LUR,NGAP_NPGDP,NGDP,NGDPD,NGDPDPC,NGDPPC,NGDPRPC,NGDPRPPPPC,NGDP_D,NGDP_FY,NGDP_R,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPI,PCPIE,PCPIEPCH,PCPIPCH,PPPEX,PPPGDP,PPPPC,PPPSH,TMG_RPCH,TM_RPCH,TXG_RPCH,TX_RPCH,country_number,Resource_Rich,Oil_Gas_Rich,Region_Code,Reg,IDA,Country,Income_Group,Country_Code2,Small_States,IBRD_IDA,_merge
10,ABW,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
11,ABW,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
12,ABW,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
13,ABW,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
14,ABW,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
15,ABW,1995,,,,0.603,25.498,,,0.622,-0.02,-0.834,0.008,0.339,1.302,55.095,,,26.332,,0.08,,,2.364,1.321,16546.62,29618.45,34898.92,36346.77,84.869,2.364,2.785,,29.56,,71.707,72.511,,,1.062,2.225,27879.0,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
16,ABW,1996,,,,0.62,25.114,,,0.678,-0.058,-2.343,-0.027,-1.1,1.353,54.771,,,27.458,,0.083,,,2.47,1.38,16620.85,29751.33,33968.01,35377.23,87.586,2.47,2.82,1.255,26.397,,74.002,74.759,3.1,3.2,1.077,2.294,27632.21,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
17,ABW,1997,,,,0.628,22.887,,,0.685,-0.058,-2.102,-0.023,-0.851,1.4,51.068,,,24.989,,0.086,,,2.742,1.532,17751.07,31774.42,34970.11,36420.91,90.862,2.742,3.018,7.017,26.537,,76.219,76.852,2.8,2.996,1.098,2.497,28937.95,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
18,ABW,1998,,,,0.646,21.687,,,0.643,0.003,0.113,0.043,1.446,1.223,41.039,,,21.574,,0.088,3.25,,2.981,1.665,18825.01,33696.77,34758.47,36200.49,96.946,2.981,3.074,1.871,27.714,,77.648,78.005,1.5,1.875,1.158,2.573,29086.57,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
19,ABW,1999,-0.435,-25.271,,0.706,22.884,,,0.703,0.003,0.086,0.047,1.539,1.212,39.288,,,22.798,,0.09,4.793,,3.084,1.723,19215.01,34394.87,34759.37,36201.43,98.951,3.084,3.116,1.368,26.185,,79.416,80.891,3.7,2.277,1.166,2.646,29507.34,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
20,ABW,2000,0.207,11.063,,0.746,22.249,,,0.725,0.022,0.644,0.063,1.884,1.295,38.613,,,21.606,,0.091,6.923,,3.353,1.873,20678.4,37014.33,37014.33,38549.94,100.0,3.353,3.353,7.604,29.193,,82.632,83.722,3.5,4.049,1.152,2.91,32123.95,0.006,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
21,ABW,2001,0.309,16.091,,0.736,21.405,,,0.764,-0.028,-0.825,0.019,0.547,1.505,43.776,,,22.229,,0.092,6.489,,3.437,1.92,20909.3,37427.64,35430.55,36900.46,105.637,3.437,3.254,-2.97,25.655,,85.013,85.838,2.527,2.882,1.191,2.886,31423.81,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
22,ABW,2002,-0.34,-17.527,,0.755,21.721,,,0.866,-0.111,-3.203,-0.062,-1.776,1.653,47.582,,,24.923,,0.092,8.131,,3.475,1.941,21081.79,37736.4,34183.66,35601.84,110.393,3.475,3.147,-3.271,22.449,,87.832,89.402,4.151,3.316,1.225,2.836,30797.58,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
23,ABW,2003,-0.165,-8.187,,0.989,27.336,,,0.92,0.069,1.916,0.115,3.178,1.495,41.309,,,25.419,,0.093,11.4,,3.618,2.021,21704.38,38850.84,34464.74,35894.57,112.726,3.618,3.21,1.977,21.46,,91.043,91.446,2.287,3.656,1.228,2.945,31627.42,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
24,ABW,2004,0.278,12.463,,0.836,20.961,,,1.18,-0.344,-8.632,-0.258,-6.479,1.717,43.05,,,29.593,,0.095,9.5,,3.989,2.228,23421.3,41924.13,36404.78,37915.1,115.161,3.989,3.464,7.909,25.298,,93.346,93.994,2.786,2.529,1.222,3.264,34307.13,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
25,ABW,2005,0.104,4.467,,0.909,21.789,,,1.034,-0.125,-2.993,-0.04,-0.97,1.905,45.654,,,24.782,,0.098,8.8,,4.172,2.331,23874.64,42735.6,35907.05,37396.72,119.017,4.172,3.506,1.22,24.188,,96.518,97.551,3.784,3.398,1.225,3.407,34892.03,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
26,ABW,2006,0.31,12.768,,0.985,22.702,,,1.098,-0.112,-2.589,-0.015,-0.345,2.012,46.37,,,25.291,,0.099,9.3,,4.34,2.424,24389.24,43656.74,35638.19,37116.71,122.5,4.34,3.543,1.051,22.899,,100.0,100.0,2.511,3.608,1.224,3.547,35678.84,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
27,ABW,2007,0.256,9.807,,1.034,22.088,,,1.084,-0.05,-1.071,0.057,1.213,2.136,45.62,,,23.159,,0.1,5.71,,4.681,2.615,26114.09,46744.22,36093.05,37590.44,129.51,4.681,3.615,2.034,21.865,,105.392,109.919,9.919,5.392,1.26,3.716,37104.95,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
28,ABW,2008,-0.001,-0.026,,1.365,27.778,,,1.291,0.075,1.517,0.214,4.359,2.051,41.743,,,26.261,,0.101,6.9,,4.914,2.745,27204.89,48696.75,35873.35,37361.62,135.746,4.914,3.62,0.153,22.762,,114.832,107.876,-1.859,8.957,1.295,3.794,37596.36,0.005,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
29,ABW,2009,0.172,6.897,,1.109,24.79,,,1.229,-0.12,-2.688,-0.004,-0.085,2.23,49.856,,,27.478,,0.102,10.3,,4.473,2.499,24594.68,44024.47,31592.28,32902.94,139.352,4.473,3.21,-11.334,17.803,,112.379,115.187,6.777,-2.136,1.32,3.39,33362.1,0.004,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
30,ABW,2010,-0.463,-19.383,,1.184,27.668,,,1.337,-0.153,-3.579,-0.026,-0.614,2.401,56.104,,,31.247,,0.102,10.6,,4.279,2.391,23468.6,42008.79,30460.76,31724.48,137.911,4.279,3.103,-3.339,12.387,,114.714,114.356,-0.721,2.078,1.291,3.315,32542.02,0.004,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
31,ABW,2011,-0.267,-10.492,,0.981,21.491,,,1.284,-0.304,-6.651,-0.166,-3.639,2.916,63.887,,,28.142,,0.103,8.879,,4.564,2.55,24801.81,44395.24,31241.31,32537.42,142.104,4.564,3.211,3.505,12.536,,119.733,121.356,6.121,4.375,1.303,3.503,34073.11,0.004,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
32,ABW,2012,0.088,3.465,,1.021,22.5,,,1.44,-0.419,-9.242,-0.269,-5.923,3.068,67.62,,,31.742,,0.105,9.607,,4.537,2.535,24236.81,43383.89,30289.91,31546.55,143.229,4.537,3.168,-1.368,9.456,,120.418,116.847,-3.716,0.572,1.318,3.443,32921.42,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
33,ABW,2013,-0.333,-12.894,,1.143,24.747,,,1.438,-0.295,-6.396,-0.131,-2.834,3.42,74.045,,,31.144,,0.106,7.599,,4.618,2.58,24252.46,43411.9,31014.92,32301.63,139.971,4.618,3.299,4.165,9.989,,117.562,116.941,0.08,-2.372,1.285,3.594,33779.87,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
34,ABW,2014,-0.134,-5.049,,1.118,23.57,,,1.491,-0.373,-7.861,-0.185,-3.905,3.869,81.586,,,31.431,,0.108,7.451,,4.743,2.649,24572.15,43984.14,30877.3,32158.3,142.448,4.743,3.329,0.904,13.026,,118.058,119.515,2.201,0.422,1.309,3.623,33605.37,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
35,ABW,2015,0.115,4.276,,1.267,26.307,,,1.346,-0.078,-1.625,0.122,2.532,3.918,81.326,,,27.932,,0.109,7.298,,4.818,2.691,24641.64,44108.53,30344.5,31603.4,145.359,4.818,3.314,-0.448,15.466,,118.619,118.408,-0.926,0.475,1.362,3.536,32377.56,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
36,ABW,2016,0.136,5.118,,1.264,26.575,,,1.342,-0.078,-1.634,0.14,2.948,4.012,84.371,,,28.209,,0.11,7.694,,4.756,2.657,24075.52,43095.17,30179.69,31431.75,142.795,4.756,3.33,0.483,14.977,,117.514,117.365,-0.881,-0.932,1.355,3.51,31803.51,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
37,ABW,2017,0.03,1.103,,1.216,25.366,,,1.359,-0.143,-2.987,0.08,1.661,4.159,86.741,,,28.353,,0.111,8.923,,4.795,2.679,24113.24,43162.7,30683.1,31956.05,140.673,4.795,3.408,2.342,15.494,,116.305,116.822,-0.463,-1.028,1.351,3.55,31956.05,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
38,ABW,2018,-0.021,-0.739,,1.297,25.718,,,1.409,-0.112,-2.223,0.095,1.891,4.208,83.412,,,27.941,,0.112,7.283,,5.044,2.818,25194.84,45098.76,30838.64,32118.04,146.241,5.044,3.449,1.2,17.431,,120.522,122.027,4.456,3.626,1.371,3.679,32889.19,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
39,ABW,2019,0.06,2.093,,1.42,27.461,,,1.4,0.02,0.39,0.25,4.827,4.203,81.286,,,27.071,,0.112,7.544,,5.17,2.888,25744.56,46082.77,30867.89,32148.5,149.29,5.17,3.463,0.4,17.0,,125.654,128.327,5.162,4.257,1.375,3.759,33508.08,0.003,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
40,ABW,2020,-0.475,-20.778,,0.966,23.571,,,1.947,-0.982,-23.968,-0.752,-18.367,5.208,127.142,,,47.539,,0.113,13.084,,4.096,2.288,20310.1,36355.07,24679.98,25703.88,147.306,4.096,2.781,-19.7,-2.613,,127.19,126.93,-1.089,1.222,1.338,3.061,27169.13,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
41,ABW,2021,-0.441,-17.175,,1.214,26.397,,,1.516,-0.302,-6.566,-0.022,-0.486,5.532,120.295,,,32.963,,0.113,10.539,,4.599,2.569,22709.49,40649.99,26794.46,27906.08,151.71,4.599,3.031,9.0,3.47,,129.49,131.064,3.257,1.809,1.348,3.411,30148.52,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
42,ABW,2022,-0.328,-11.926,,1.339,27.21,,,1.573,-0.234,-4.745,0.062,1.255,5.785,117.528,,,31.955,,0.114,10.376,,4.922,2.75,24217.54,43349.4,27896.16,29053.48,155.396,4.922,3.168,4.5,4.335,,132.574,134.185,2.381,2.381,1.357,3.627,31946.52,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
43,ABW,2023,-0.191,-6.693,,1.391,27.21,,,1.608,-0.217,-4.248,0.089,1.744,6.022,117.821,,,31.458,,0.114,9.723,,5.111,2.855,25059.18,44855.94,28216.95,29387.58,158.968,5.111,3.215,1.5,4.366,,135.558,137.206,2.251,2.251,1.363,3.749,32899.52,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
44,ABW,2024,-0.184,-6.229,,1.441,27.21,,,1.608,-0.168,-3.169,0.15,2.84,6.209,117.283,,,30.38,,0.114,8.435,,5.294,2.958,25874.83,46315.95,28492.52,29674.58,162.555,5.294,3.257,1.3,4.383,,138.552,140.236,2.209,2.209,1.368,3.87,33856.08,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
45,ABW,2025,-0.171,-5.58,,1.489,27.21,,,1.595,-0.106,-1.931,0.212,3.881,6.334,115.729,,,29.141,,0.115,7.891,,5.474,3.058,26700.38,47793.68,28750.78,29943.56,166.234,5.474,3.293,1.1,4.259,,141.623,143.344,2.216,2.216,1.372,3.989,34831.58,0.002,,,,,6.0,NO,NO,LAC,Latin America & the Caribbean,NO,Aruba,High Income,AW,NO,NONE,both
46,AFG,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
47,AFG,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
48,AFG,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
49,AFG,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
50,AFG,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
51,AFG,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
52,AFG,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
53,AFG,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
54,AFG,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
55,AFG,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
56,AFG,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
57,AFG,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
58,AFG,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
59,AFG,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
60,AFG,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
61,AFG,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
62,AFG,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
63,AFG,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
64,AFG,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
65,AFG,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
66,AFG,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
67,AFG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
68,AFG,2002,1.481,33.908,,12.235,6.845,,,12.411,-0.176,-0.098,,,618.456,345.977,,,6.943,,22.203,,,178.756,4.367,196.683,8051.07,20424.64,1215.63,39.418,178.756,453.484,,61.151,27.243,31.263,42.89,,,9.085,19.677,886.227,0.036,,,,,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
69,AFG,2003,1.348,29.616,,21.618,9.826,,,26.242,-4.624,-2.102,,,595.36,270.602,,,11.927,,23.116,,,220.013,4.553,196.954,9517.72,21322.87,1269.09,44.636,220.013,492.903,8.692,59.718,30.102,42.413,45.691,6.53,35.663,10.1,21.784,942.382,0.037,35.018,37.3,87.548,49.262,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
70,AFG,2004,1.915,37.216,,31.209,12.676,,,37.101,-5.891,-2.393,-5.891,-2.393,603.134,244.967,,,15.069,,24.019,,,246.21,5.146,214.23,10250.79,20659.3,1229.6,49.618,246.21,496.209,0.671,72.57,35.354,49.351,51.752,13.266,16.358,10.933,22.521,937.636,0.036,-0.96,1.403,-27.364,-5.861,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
71,AFG,2005,1.864,30.226,,44.926,14.733,,,47.868,-2.941,-0.965,-2.797,-0.917,629.234,206.356,,,15.698,,24.861,,,304.926,6.167,248.049,12265.32,22320.62,1328.47,54.951,304.926,554.91,11.83,67.274,37.048,54.566,57.219,10.562,10.569,11.742,25.969,1044.59,0.038,51.689,55.435,17.543,46.497,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
72,AFG,2006,1.444,20.844,,65.518,18.946,,,63.294,2.225,0.643,2.364,0.684,79.485,22.985,,,18.303,,25.631,,,345.817,6.925,270.189,13491.99,22810.34,1357.62,59.149,345.817,584.658,5.361,50.333,29.489,58.269,59.671,4.285,6.785,12.268,28.19,1099.81,0.038,-1.056,-2.324,-33.218,-7.933,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
73,AFG,2007,5.424,63.39,,81.163,18.986,,,91.817,-10.654,-2.492,-10.524,-2.462,86.083,20.137,,,21.478,,26.617,,,427.495,8.556,321.441,16061.11,24895.95,1481.75,64.513,427.495,662.65,13.34,119.243,55.852,63.327,69.273,16.092,8.681,13.03,32.808,1232.62,0.041,-15.195,-9.869,39.065,-10.109,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
74,AFG,2008,3.477,33.769,,88.162,17.036,,,108.251,-20.09,-3.882,-19.994,-3.864,98.622,19.057,,,20.918,,27.294,,,517.509,10.297,377.256,18960.53,25216.05,1500.8,75.192,517.509,688.247,3.863,63.99,30.222,80.057,82.306,18.814,26.419,14.897,34.739,1272.75,0.041,-2.958,-7.882,50.728,-6.911,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
75,AFG,2009,5.018,41.587,,117.745,19.391,,,128.548,-10.803,-1.779,-10.691,-1.761,98.658,16.247,,,21.17,,28.004,,,607.227,12.066,430.867,21683.33,29635.56,1763.84,73.167,607.227,829.924,20.585,78.09,36.503,74.604,74.211,-9.836,-6.811,14.386,42.209,1507.23,0.05,25.444,28.046,-20.6,31.23,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
76,AFG,2010,4.51,29.43,,154.612,21.722,,,148.052,6.56,0.922,6.643,0.933,54.854,7.707,,,20.801,,28.803,,,711.759,15.325,532.072,24711.15,31245.05,1859.64,79.088,711.759,899.956,8.438,59.699,30.269,76.229,81.814,10.246,2.179,15.371,46.304,1607.6,0.052,33.425,32.285,-2.964,9.768,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
77,AFG,2011,4.754,26.574,,177.821,21.265,,,183.439,-5.618,-0.672,-4.794,-0.573,62.803,7.51,,,21.937,,29.709,,,836.222,17.89,602.183,28147.49,32255.52,1919.78,87.264,836.222,958.266,6.479,52.981,26.407,85.227,89.433,9.312,11.804,16.613,50.334,1694.26,0.053,8.001,12.751,-10.267,1.786,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
78,AFG,2012,2.205,10.864,,260.571,25.21,,,258.689,1.882,0.182,2.66,0.257,69.947,6.767,,,25.028,,30.697,,,1033.59,20.293,661.087,33670.81,35577.4,2117.49,94.641,1033.59,1092.12,13.968,36.204,25.34,90.717,94.687,5.875,6.441,17.242,59.945,1952.81,0.06,36.034,31.436,4.539,-23.92,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
79,AFG,2013,0.291,1.444,,271.903,24.346,,,278.95,-7.047,-0.631,-6.075,-0.544,77.2,6.912,,,24.977,,31.732,,,1116.83,20.17,635.635,35195.98,36373.06,2164.84,96.764,1116.83,1154.18,5.683,24.538,23.093,97.417,101.543,7.241,7.386,17.509,63.784,2010.12,0.061,7.935,3.671,10.092,-37.564,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
80,AFG,2014,1.353,6.557,,280.187,23.684,,,300.521,-20.334,-1.719,-19.935,-1.685,102.928,8.7,,,25.402,,32.758,,,1183.04,20.635,629.921,36114.49,36183.7,2153.57,99.809,1183.04,1185.31,2.697,24.007,17.45,101.97,103.053,1.487,4.674,17.036,69.444,2119.91,0.064,-16.77,-14.976,34.84,51.44,1.0,NO,NO,SA,South Asia,YES,Afghanistan,Low Income,AF,NO,IDA,both
