Country,Tax_Type,month,Income_Group,Units(LCU),IDA,Region_Code,Units (LCU),Country_Code,LCU_USD_ex_rate,revenue,grmonth,revenue_USD,revenue_prev_yr,revenue_prev_yr_USD,revenue_diff,revenue_diff_USD,year,outlier,cal_month,revenue_diff_percent_LAC
Australia,Tax Revenue,14,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,44971.0,-0.010036512935715643,32163.495923329996,45091.0,32249.32055499928,-120.0,-85.82463166928574,2020,0,Feb,
Australia,Tax Revenue,15,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,34191.0,-0.01242075650329092,24453.58317837219,34365.0,24578.02889429266,-174.0,-124.4457159204685,2020,0,Mar,
Australia,Tax Revenue,16,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,41665.0,-0.05750020143911441,29799.02732084108,43880.0,31383.206980403374,-2215.0,-1584.1796595622945,2020,0,Apr,
Australia,Tax Revenue,17,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,41376.0,-0.1716412204670205,29592.332999570877,49580.0,35459.87698469461,-8204.0,-5867.5439851237315,2020,0,May,
Australia,Tax Revenue,18,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,17394.0,-0.35790200560216656,12440.280360463452,26889.0,19231.15434129595,-9495.0,-6790.873980832499,2020,0,Jun,
Australia,Tax Revenue,19,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,0.0,-1.0,0.0,38243.0,27351.59490773852,-38243.0,-27351.59490773852,2020,0,Jul,
Australia,Tax Revenue,20,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,0.0,-1.0,0.0,34484.0,24663.13832069804,-34484.0,-24663.13832069804,2020,0,Aug,
Australia,Tax Revenue,21,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,0.0,-1.0,0.0,29029.0,20761.69360606494,-29029.0,-20761.69360606494,2020,0,Sep,
Australia,Tax Revenue,22,High Income,mill lcu,0,EAP,,AUS,0.7152052639107424,,,,41189.0,29458.589615219567,,,2020,0,Oct,
Indonesia,Income Taxes,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,56111.600000000006,,3.9661367877119345,,,,,2019,0,Jan,
Indonesia,Income Taxes,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,46151.19999999998,,3.2621057342341144,,,,,2019,0,Feb,
Indonesia,Income Taxes,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,55027.80000000002,,3.8895305414006165,,,,,2019,0,Mar,
Indonesia,Income Taxes,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,97617.6,,6.899905803579803,,,,,2019,0,Apr,
Indonesia,Income Taxes,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,65586.70000000001,,4.635865376403922,,,,,2019,0,May,
Indonesia,Income Taxes,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,55823.79999999993,,3.9457942174144596,,,,,2019,0,Jun,
Indonesia,Income Taxes,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,63851.09500400006,,4.513187590998195,,,,,2019,0,Jul,
Indonesia,Income Taxes,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,54038.004995999974,,3.819568851167972,,,,,2019,0,Aug,
Indonesia,Income Taxes,9,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,52026.50000000006,,3.677389623284582,,,,,2019,0,Sep,
Indonesia,Income Taxes,10,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,59665.90000000002,,4.217365410395383,,,,,2019,0,Oct,
Indonesia,Income Taxes,11,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,62810.09999999998,,4.439606930650084,,,,,2019,0,Nov,
Indonesia,Income Taxes,12,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,101579.69999999995,,7.179958957768835,,,,,2019,0,Dec,
Indonesia,Income Taxes,13,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,49120.0,-0.14238854815013618,3.4719494545229543,56111.600000000006,3.9661367877119345,-6991.600000000006,-0.4941873331889801,2020,0,Jan,
Indonesia,Income Taxes,14,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,46500.0,-0.012914388928338185,3.286759968145712,46151.19999999998,3.2621057342341144,348.80000000001746,0.0246542339115976,2020,0,Feb,
Indonesia,Income Taxes,15,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,52187.5,-0.07088556221671649,3.68876958790547,55027.80000000002,3.8895305414006165,-2840.3000000000175,-0.20076095349514667,2020,0,Mar,
Indonesia,Income Taxes,16,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,93722.5,-0.059409463822339144,6.624588411065301,97617.6,6.899905803579803,-3895.100000000006,-0.27531739251450205,2020,0,Apr,
Indonesia,Income Taxes,17,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,40280.0,-0.3983297360839988,2.847111645524931,65586.70000000001,4.635865376403922,-25306.70000000001,-1.7887537308789914,2020,0,May,
Indonesia,Income Taxes,18,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,48458.899999999965,-0.1495691199264407,3.4252209165672283,55823.79999999993,3.9457942174144596,-7364.899999999965,-0.5205733008472313,2020,0,Jun,
Indonesia,Income Taxes,19,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,39361.100000000035,-0.3960739772667247,2.78216102757377,63851.09500400006,4.513187590998195,-24489.995004000026,-1.7310265634244248,2020,0,Jul,
Indonesia,Income Taxes,20,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,38226.79999999999,-0.30696765665100706,2.7019852892540315,54038.004995999974,3.819568851167972,-15811.204995999986,-1.1175835619139405,2020,0,Aug,
Indonesia,Income Taxes,21,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,33938.5,-0.36092342456162607,2.39887533718093,52026.50000000006,3.677389623284582,-18088.00000000006,-1.2785142861036518,2020,0,Sep,
Indonesia,Income Taxes,22,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,,,,59665.90000000002,4.217365410395383,,,2020,0,Oct,
Indonesia,Property Taxes,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,81.9,,0.005788938524540512,,,,,2019,0,Jan,
Indonesia,Property Taxes,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,70.5,,0.0049831522097693055,,,,,2019,0,Feb,
Indonesia,Property Taxes,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,115.1,,0.008135614458786482,,,,,2019,0,Mar,
Indonesia,Property Taxes,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,13.0,,0.0009188791308794463,,,,,2019,0,Apr,
Indonesia,Property Taxes,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,87.5,,0.00618476338091935,,,,,2019,0,May,
Indonesia,Property Taxes,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,11359.6,,0.8029307211644737,,,,,2019,0,Jun,
Indonesia,Property Taxes,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,801.0033739999999,,0.056617329548663387,,,,,2019,0,Jul,
Indonesia,Property Taxes,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2156.196625999999,,0.1524064678233903,,,,,2019,0,Aug,
Indonesia,Property Taxes,9,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,839.4000000000015,,0.059331318650785274,,,,,2019,0,Sep,
Indonesia,Property Taxes,10,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3656.399999999998,,0.25844535801135426,,,,,2019,0,Oct,
Indonesia,Property Taxes,11,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,1217.800000000003,,0.08607776966038404,,,,,2019,0,Nov,
Indonesia,Property Taxes,12,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,771.5999999999985,,0.05453901056819842,,,,,2019,0,Dec,
Indonesia,Property Taxes,13,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,640.0,6.655630047228299,0.04523712644329582,81.9,0.005788938524540512,558.1,0.039448187918755304,2020,0,Jan,
Indonesia,Property Taxes,14,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,-340.0,-5.724704660796083,-0.024032223423000904,70.5,0.0049831522097693055,-410.5,-0.029015375632770207,2020,0,Feb,
Indonesia,Property Taxes,15,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,65.0,-0.44674811907553413,0.004594395654397232,115.1,0.008135614458786482,-50.099999999999994,-0.00354121880438925,2020,0,Mar,
Indonesia,Property Taxes,16,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,28.100000000000023,1.117619042595042,0.0019861925829009587,13.0,0.0009188791308794463,15.100000000000023,0.0010673134520215125,2020,0,Apr,
Indonesia,Property Taxes,17,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,6.899999999999977,-0.9227451232859076,0.0004877127694667814,87.5,0.00618476338091935,-80.60000000000002,-0.005697050611452569,2020,0,May,
Indonesia,Property Taxes,18,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,8716.7,-0.24824915263905697,0.6161225938566823,11359.6,0.8029307211644737,-2642.8999999999996,-0.1868081273077914,2020,0,Jun,
Indonesia,Property Taxes,19,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,383.2999999999993,-0.5311981250961951,0.027092797758930084,801.0033739999999,0.056617329548663387,-417.7033740000006,-0.029524531789733303,2020,0,Jul,
Indonesia,Property Taxes,20,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,286.7718585720013,-0.869703414484576,0.02026989816656339,2156.196625999999,0.1524064678233903,-1869.4247674279977,-0.1321365696568269,2020,0,Aug,
Indonesia,Property Taxes,21,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,4290.328141427999,4.007332276253116,0.3032533072140762,839.4000000000015,0.059331318650785274,3450.9281414279976,0.2439219885632909,2020,0,Sep,
Indonesia,Property Taxes,22,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,,,,3656.399999999998,0.25844535801135426,,,2020,0,Oct,
Indonesia,VAT,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,29258.5,,2.0680788500643295,,,,,2019,0,Jan,
Indonesia,VAT,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,28180.1,,1.9918542920073756,,,,,2019,0,Feb,
Indonesia,VAT,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,32498.700000000004,,2.297105939285528,,,,,2019,0,Mar,
Indonesia,VAT,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,39942.0,,2.823220788122065,,,,,2019,0,Apr,
Indonesia,VAT,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,43427.7,,3.0696005563148714,,,,,2019,0,May,
Indonesia,VAT,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,39014.0,,2.757626954779286,,,,,2019,0,Jun,
Indonesia,VAT,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,37074.950236000004,,2.6205690807888007,,,,,2019,0,Jul,
Indonesia,VAT,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,38617.74976400001,,2.72961879535879,,,,,2019,0,Aug,
Indonesia,VAT,9,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,48027.29999999999,,3.3947141294220327,,,,,2019,0,Sep,
Indonesia,VAT,10,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,51957.40000000002,,3.6725054272889053,,,,,2019,0,Oct,
Indonesia,VAT,11,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,53164.59999999998,,3.7578339570425685,,,,,2019,0,Nov,
Indonesia,VAT,12,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,91747.0,,6.484954124676658,,,,,2019,0,Dec,
Indonesia,VAT,13,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,30460.0,0.019912014480792488,2.1530044866606106,29258.5,2.0680788500643295,1201.5,0.08492563659628116,2020,0,Jan,
Indonesia,VAT,14,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,25490.0,-0.11383994095538258,1.8017099266243912,28180.1,1.9918542920073756,-2690.0999999999985,-0.1901443653829844,2020,0,Feb,
Indonesia,VAT,15,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,36024.5,0.08596752695680816,2.5463200961820474,32498.700000000004,2.297105939285528,3525.7999999999956,0.24921415689651916,2020,0,Mar,
Indonesia,VAT,16,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,40847.600000000006,0.0018936023568403115,2.887231322039329,39942.0,2.823220788122065,905.6000000000058,0.06401053391726386,2020,0,Apr,
Indonesia,VAT,17,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,27167.899999999994,-0.3871218942355745,1.9203089492169003,43427.7,3.0696005563148714,-16259.800000000003,-1.149291607097971,2020,0,May,
Indonesia,VAT,18,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,29530.0,-0.2584715238987938,2.0872692872976963,39014.0,2.757626954779286,-9484.0,-0.6703576674815896,2020,0,Jun,
Indonesia,VAT,19,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,29970.0,-0.20806227387867274,2.118369811727462,37074.950236000004,2.6205690807888007,-7104.950236000004,-0.5021992690613386,2020,0,Jul,
Indonesia,VAT,20,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,35885.79999999999,-0.08962455679254155,2.5365163626856635,38617.74976400001,2.72961879535879,-2731.949764000019,-0.19310243267312632,2020,0,Aug,
Indonesia,VAT,21,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,34952.40000000002,-0.287025994981675,2.4705408410885217,48027.29999999999,3.3947141294220327,-13074.899999999965,-0.924173288333511,2020,0,Sep,
Indonesia,VAT,22,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,,,,51957.40000000002,3.6725054272889053,,,2020,0,Oct,
Indonesia,Excises,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,486.9,,0.034415557601938644,,,,,2019,0,Jan,
Indonesia,Excises,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,9588.800000000001,,0.6777652469366797,,,,,2019,0,Feb,
Indonesia,Excises,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,11270.2,,0.7966116600644259,,,,,2019,0,Mar,
Indonesia,Excises,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,14825.400000000001,,1.0479038974569341,,,,,2019,0,Apr,
Indonesia,Excises,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,20037.799999999996,,1.4163320191335511,,,,,2019,0,May,
Indonesia,Excises,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,10493.799999999996,,0.7417333710479023,,,,,2019,0,Jun,
Indonesia,Excises,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,15921.735434000002,,1.1253961859758774,,,,,2019,0,Jul,
Indonesia,Excises,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,10496.764565999998,,0.7419429154963266,,,,,2019,0,Aug,
Indonesia,Excises,9,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,14413.0,,1.0187542241050354,,,,,2019,0,Sep,
Indonesia,Excises,10,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,14862.100000000006,,1.0504979639264174,,,,,2019,0,Oct,
Indonesia,Excises,11,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,17062.100000000006,,1.2060005860752467,,,,,2019,0,Nov,
Indonesia,Excises,12,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,32871.399999999994,,2.3234494971377404,,,,,2019,0,Dec,
Indonesia,Excises,13,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,1520.0,2.0583605248747068,0.10743817530282757,486.9,0.034415557601938644,1033.1,0.07302261770088891,2020,0,Jan,
Indonesia,Excises,14,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,17540.0,0.7920502971605999,1.2397799965865761,9588.800000000001,0.6777652469366797,7951.199999999999,0.5620147496498964,2020,0,Feb,
Indonesia,Excises,15,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,10076.900000000001,-0.1240482354964964,0.7122656241506995,11270.2,0.7966116600644259,-1193.2999999999993,-0.08434603591372636,2020,0,Mar,
Indonesia,Excises,16,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,16094.699999999997,0.06355837623269868,1.1376218421358018,14825.400000000001,1.0479038974569341,1269.2999999999956,0.08971794467886762,2020,0,Apr,
Indonesia,Excises,17,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,21398.4,0.046203407186493003,1.5125033226315958,20037.799999999996,1.4163320191335511,1360.6000000000058,0.0961713034980447,2020,0,May,
Indonesia,Excises,18,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,8751.100000000006,-0.18301378279526642,0.6185540894030098,10493.799999999996,0.7417333710479023,-1742.6999999999898,-0.12317928164489245,2020,0,Jun,
Indonesia,Excises,19,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,13038.899999999994,-0.19770253948831693,0.9216286999710774,15921.735434000002,1.1253961859758774,-2882.835434000008,-0.2037674860048,2020,0,Jul,
Indonesia,Excises,20,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,9290.300000000003,-0.13292004180363967,0.6566663684314864,10496.764565999998,0.7419429154963266,-1206.464565999995,-0.08527654706484022,2020,0,Aug,
Indonesia,Excises,21,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,17606.0,0.19671621885211787,1.244445075251041,14413.0,1.0187542241050354,3193.0,0.22569085114600562,2020,0,Sep,
Indonesia,Excises,22,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,,,,14862.100000000006,1.0504979639264174,,,2020,0,Oct,
Indonesia,Customs Duties,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3279.7999999999997,,0.23182613641987754,,,,,2019,0,Jan,
Indonesia,Customs Duties,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3039.3000000000006,,0.21482687249860782,,,,,2019,0,Feb,
Indonesia,Customs Duties,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3301.3999999999996,,0.23335288943733876,,,,,2019,0,Mar,
Indonesia,Customs Duties,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3624.7999999999993,,0.25621177489321667,,,,,2019,0,Apr,
Indonesia,Customs Duties,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3220.0,,0.22759929241783208,,,,,2019,0,May,
Indonesia,Customs Duties,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2435.7999999999993,,0.17216967592278112,,,,,2019,0,Jun,
Indonesia,Customs Duties,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3633.885860000002,,0.2568539908270701,,,,,2019,0,Jul,
Indonesia,Customs Duties,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3338.8141399999986,,0.23599743347163113,,,,,2019,0,Aug,
Indonesia,Customs Duties,9,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3255.600000000002,,0.23011560757624058,,,,,2019,0,Sep,
Indonesia,Customs Duties,10,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3893.4000000000015,,0.2751972313973875,,,,,2019,0,Oct,
Indonesia,Customs Duties,11,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3749.2999999999956,,0.2650118096466388,,,,,2019,0,Nov,
Indonesia,Customs Duties,12,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,4167.9000000000015,,0.2945997176609574,,,,,2019,0,Dec,
Indonesia,Customs Duties,13,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2910.0,-0.13077843279035997,0.20568755929686067,3279.7999999999997,0.23182613641987754,-369.7999999999997,-0.02613857712301687,2020,0,Jan,
Indonesia,Customs Duties,14,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3070.0,-0.010422820599751225,0.21699684090768465,3039.3000000000006,0.21482687249860782,30.699999999999363,0.0021699684090768223,2020,0,Feb,
Indonesia,Customs Duties,15,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3160.7000000000007,-0.062070932022455845,0.22340778992082053,3301.3999999999996,0.23335288943733876,-140.6999999999989,-0.00994509951651823,2020,0,Mar,
Indonesia,Customs Duties,16,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3285.3999999999996,-0.11204885881991766,0.23222196127625636,3624.7999999999993,0.25621177489321667,-339.39999999999964,-0.023989813616960315,2020,0,Apr,
Indonesia,Customs Duties,17,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2453.8999999999996,-0.25340366269410936,0.1734490384050056,3220.0,0.22759929241783208,-766.1000000000004,-0.05415025401282647,2020,0,May,
Indonesia,Customs Duties,18,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2952.0,0.1872976086926842,0.20865624571970195,2435.7999999999993,0.17216967592278112,516.2000000000007,0.03648656979692083,2020,0,Jun,
Indonesia,Customs Duties,19,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2818.0,-0.24027822749655628,0.1991847223706369,3633.885860000002,0.2568539908270701,-815.8858600000021,-0.05766926845643322,2020,0,Jul,
Indonesia,Customs Duties,20,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,2816.600000000002,-0.17354769179701715,0.19908576615654236,3338.8141399999986,0.23599743347163113,-522.2141399999964,-0.03691166731508877,2020,0,Aug,
Indonesia,Customs Duties,21,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,3040.2000000000007,-0.085137174282925,0.21489048720766873,3255.600000000002,0.23011560757624058,-215.40000000000146,-0.015225120368571848,2020,0,Sep,
Indonesia,Customs Duties,22,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,,,,3893.4000000000015,0.2751972313973875,,,2020,0,Oct,
Indonesia,Other taxes,1,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,545.6,,0.03856465029290969,,,,,2019,0,Jan,
Indonesia,Other taxes,2,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,444.29999999999995,,0.03140446137305677,,,,,2019,0,Feb,
Indonesia,Other taxes,3,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,491.5000000000001,,0.03474069944824985,,,,,2019,0,Mar,
Indonesia,Other taxes,4,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,447.89999999999986,,0.0316589202093003,,,,,2019,0,Apr,
Indonesia,Other taxes,5,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,553.8,,0.03914425097546441,,,,,2019,0,May,
Indonesia,Other taxes,6,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,490.0,,0.03463467493314836,,,,,2019,0,Jun,
Indonesia,Other taxes,7,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,521.4355100000002,,0.03685663140296008,,,,,2019,0,Jul,
Indonesia,Other taxes,8,Lower-Middle Income,bill lcu,IBRD,EAP,,IDN,7.068301006764972e-05,758.26449,,0.05359641658061128,,,,,2019,0,Aug,
